Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Lagoa;3;2;3;125;4700.0;1702;561
Apartamento;Barra da Tijuca;2;1;1;74;1600.0;900;0
Apartamento;Rio Comprido;2;0;0;67;1500.0;454;15
Apartamento;Barra da Tijuca;2;1;1;95;2000.0;1800;100
Apartamento;Tijuca;2;1;1;71;1400.0;600;0
Apartamento;Recreio dos Bandeirantes;3;3;1;300;2900.0;1000;784
Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350;142
Apartamento;Barra da Tijuca;2;1;1;70;2550.0;980;125
Apartamento;Tijuca;3;0;0;120;1800.0;616;118
Apartamento;Recreio dos Bandeirantes;2;1;1;79;1800.0;1171;133
Apartamento;Freguesia (Jacarepaguá);2;1;0;52;1100.0;618;13
Apartamento;Barra da Tijuca;2;1;1;72;1600.0;930;164
Flat;Barra da Tijuca;1;2;1;110;4000.0;2500;450
Apartamento;Todos os Santos;2;0;0;72;1200.0;490;14
Apartamento;Botafogo;2;1;1;85;2900.0;1400;0
Apartamento;Anil;2;1;0;47;1600.0;430;126
Apartamento;Tijuca;4;2;1;120;4000.0;900;300
Apartamento;Barra da Tijuca;4;2;1;120;3000.0;2267;300
Apartamento;Leblon;3;1;1;120;6500.0;1890;452
Apartamento;Recreio dos Bandeirantes;3;2;1;87;2600.0;777;224
Apartamento;Copacabana;2;1;0;88;3800.0;727;140
Apartamento;Jardim Botânico;3;1;1;104;3800.0;1200;100
Apartamento;Méier;2;1;0;61;1100.0;516;742
Apartamento;Jardim Oceânico;3;2;1;170;4500.0;1500;500
Apartamento;Catete;1;1;0;48;1700.0;725;0
Apartamento;Ipanema;2;1;0;100;3000.0;800;280
Flat;Humaitá;1;1;1;50;2700.0;1200;163
Apartamento;Copacabana;3;1;0;98;3800.0;964;230
Apartamento;Recreio dos Bandeirantes;3;1;1;76;1800.0;850;150
Apartamento;São Conrado;2;1;2;103;4000.0;900;370
Apartamento;Copacabana;2;0;0;67;2100.0;820;153
Apartamento;Lapa;1;0;0;32;1600.0;500;20
Apartamento;Jacarepaguá;2;0;0;44;850.0;260;13
Flat;Barra da Tijuca;1;1;0;50;2900.0;1350;294
Apartamento;Recreio dos Bandeirantes;3;2;1;91;1900.0;1200;170
Apartamento;Ipanema;3;1;2;270;10000.0;2100;900
Casa;Santa Cruz;2;3;0;142;1600.0;0;0
Apartamento;Recreio dos Bandeirantes;3;2;1;124;2300.0;750;250
Apartamento;Barra da Tijuca;3;1;1;92;2500.0;1200;1732
Apartamento;Barra da Tijuca;2;1;0;78;2100.0;750;100
Apartamento;Botafogo;2;1;1;120;3300.0;1446;0
Apartamento;Leme;2;1;0;200;8500.0;2300;510
Apartamento;Ipanema;1;0;1;48;2400.0;766;87
Apartamento;Barra da Tijuca;2;1;1;89;2200.0;1144;101
Apartamento;Barra da Tijuca;4;2;1;189;8000.0;1790;686
Apartamento;Tijuca;2;0;0;40;1100.0;742;20
Apartamento;Recreio dos Bandeirantes;3;1;1;90;2000.0;800;257
Apartamento;Ipanema;3;1;1;130;7800.0;1325;493
Apartamento;Botafogo;2;0;0;52;1750.0;400;80
Quitinete;Catete;1;0;0;23;1350.0;320;25
Apartamento;Freguesia (Jacarepaguá);5;3;2;204;3000.0;1063;372
Apartamento;Botafogo;3;1;1;101;5100.0;1310;270
Apartamento;Copacabana;2;0;2;85;6000.0;850;150
Apartamento;Santa Cruz;2;0;0;60;600.0;110;0
Apartamento;Copacabana;3;1;1;229;7000.0;2000;370
Apartamento;Tijuca;2;0;0;80;1400.0;618;70
Apartamento;Tijuca;2;1;1;85;3300.0;900;0
Apartamento;Vila Isabel;2;1;0;55;1400.0;665;48
Apartamento;Glória;2;1;0;74;2200.0;725;125
Apartamento;Flamengo;3;0;0;150;4500.0;1100;0
Casa;Vargem Pequena;3;0;1;100;2800.0;380;0
Apartamento;Tijuca;1;1;0;51;1300.0;412;21
Apartamento;Ipanema;2;1;1;109;3780.0;1500;306
Apartamento;Freguesia (Jacarepaguá);3;2;1;128;2800.0;1000;0
Quitinete;Laranjeiras;0;0;0;24;1100.0;430;0
Apartamento;Vila da Penha;2;0;0;94;900.0;309;0
Apartamento;Barra da Tijuca;2;1;1;72;2300.0;1200;241
Apartamento;Barra da Tijuca;2;2;2;100;2800.0;1600;370
Apartamento;Leme;3;0;0;155;2800.0;1300;291
Apartamento;Flamengo;3;1;0;110;3300.0;1300;1600
Apartamento;Centro;1;0;0;40;1000.0;510;21
Apartamento;Lagoa;4;2;1;150;4500.0;1500;368
Apartamento;Copacabana;1;0;0;40;2000.0;510;0
Apartamento;Copacabana;3;0;0;113;3400.0;800;161
Apartamento;Barra da Tijuca;2;1;1;88;1900.0;1350;150
Apartamento;Ipanema;3;0;0;90;2600.0;1310;155
Apartamento;Lagoa;3;2;2;245;8500.0;2000;890
Apartamento;Méier;1;1;0;55;900.0;250;17
Quitinete;Botafogo;0;0;0;18;700.0;366;30
Apartamento;Barra da Tijuca;1;1;0;68;2100.0;1025;0
Apartamento;Urca;3;1;1;130;4900.0;2100;300
Apartamento;Ipanema;3;1;2;153;5000.0;1870;590
Apartamento;Copacabana;1;0;0;38;2000.0;560;69
Apartamento;Ipanema;2;0;0;64;3200.0;620;0
Apartamento;Barra da Tijuca;1;1;1;82;1800.0;1300;265
Flat;Ipanema;1;1;0;65;3600.0;1200;200
Apartamento;Cachambi;2;1;0;63;900.0;555;0
Apartamento;Ipanema;3;0;0;96;3400.0;800;0
Apartamento;Jardim Guanabara;2;1;0;90;1700.0;400;1200
Apartamento;Copacabana;2;1;0;69;2850.0;885;173
Apartamento;Copacabana;3;1;0;140;3100.0;1250;0
Apartamento;Tijuca;2;1;1;68;2400.0;1015;1152
Apartamento;Recreio dos Bandeirantes;3;2;1;132;2500.0;673;0
Apartamento;Laranjeiras;3;0;0;111;2300.0;767;127
Apartamento;Recreio dos Bandeirantes;3;3;1;86;1500.0;916;180
Apartamento;Ipanema;2;0;0;75;2900.0;700;0
Apartamento;Santa Teresa;1;0;0;31;1300.0;500;0
Apartamento;Méier;2;1;1;66;1200.0;755;80
Casa;Laranjeiras;2;0;0;46;1850.0;179;29
Apartamento;Glória;1;0;0;50;1400.0;450;20
Apartamento;Tijuca;3;0;0;120;2400.0;686;78
Apartamento;Humaitá;1;1;0;62;2500.0;980;115
Apartamento;Barra da Tijuca;3;2;1;350;7000.0;2700;600
Casa de Condomínio;Campo Grande;2;2;0;200;1100.0;280;0
Apartamento;Ipanema;2;1;1;114;5100.0;988;207
Casa de Condomínio;Barra da Tijuca;5;3;4;407;9000.0;1049;8426
Apartamento;Jardim Botânico;3;0;0;85;2500.0;790;0
Apartamento;Praça Seca;3;1;0;57;550.0;274;13
Apartamento;Barra da Tijuca;3;2;1;117;4500.0;1000;624
Apartamento;Guadalupe;2;0;0;57;950.0;0;0
Apartamento;Recreio dos Bandeirantes;2;1;1;85;1500.0;570;180
Apartamento;Recreio dos Bandeirantes;3;3;2;188;3200.0;900;0
Apartamento;Freguesia (Jacarepaguá);2;1;2;50;1900.0;830;155
Apartamento;Barra da Tijuca;1;1;0;58;1800.0;966;0
Apartamento;Centro;1;0;0;55;850.0;350;35
Apartamento;Campo Grande;2;1;0;60;900.0;308;0
Apartamento;Ipanema;3;1;1;150;7000.0;1710;400
Apartamento;Leblon;2;1;1;110;3900.0;1610;0
Apartamento;Recreio dos Bandeirantes;3;2;2;200;3950.0;1100;450
Apartamento;Leme;3;1;0;104;3600.0;1350;0
Apartamento;Recreio dos Bandeirantes;2;1;1;90;2200.0;1000;0
Apartamento;Tijuca;2;1;1;80;1800.0;1181;0
Apartamento;Centro;1;0;0;28;900.0;446;24
Apartamento;Leblon;4;2;1;142;6500.0;1790;472
Apartamento;Catete;1;0;0;27;1000.0;359;29
Apartamento;Camorim;2;1;0;50;900.0;350;16
Casa;Campo Grande;4;1;4;100;1600.0;0;0
Apartamento;Recreio dos Bandeirantes;2;1;1;128;2800.0;770;289
Apartamento;Copacabana;1;0;0;35;1800.0;1050;130
Apartamento;Recreio dos Bandeirantes;3;2;1;164;3000.0;1450;306
Quitinete;Praça da Bandeira;1;0;0;22;800.0;313;25
Apartamento;Tijuca;3;1;0;115;2250.0;1000;175
Apartamento;Andaraí;2;0;0;75;1200.0;150;20
Apartamento;Engenho Novo;1;1;0;62;900.0;555;0
Apartamento;Copacabana;2;0;0;67;2200.0;604;0
Apartamento;Barra da Tijuca;2;1;0;53;1400.0;673;0
Apartamento;Tijuca;1;0;0;35;800.0;380;24
Apartamento;Copacabana;1;0;0;50;1600.0;666;92
Apartamento;Copacabana;2;1;2;80;6000.0;3562;313
Apartamento;Leme;2;1;0;90;2500.0;800;0
Apartamento;Barra da Tijuca;4;2;4;144;7000.0;1450;175
Apartamento;Freguesia (Jacarepaguá);3;2;1;132;1800.0;1100;100
Apartamento;Botafogo;3;1;2;110;6000.0;1405;289
Apartamento;Recreio dos Bandeirantes;3;1;1;96;2200.0;715;153
Apartamento;Barra da Tijuca;2;1;1;69;2250.0;950;700
Apartamento;Cascadura;1;0;0;40;680.0;240;0
Apartamento;Méier;2;0;0;55;1250.0;502;14
Apartamento;Barra da Tijuca;2;1;0;104;5000.0;1952;650
Apartamento;Copacabana;1;0;0;50;1300.0;699;0
Flat;Leblon;1;1;0;55;7000.0;1;1
Apartamento;Recreio dos Bandeirantes;3;2;1;88;2500.0;900;600
Apartamento;Ipanema;2;1;1;110;5900.0;2800;270
Apartamento;Botafogo;1;0;0;40;1400.0;420;24
Apartamento;Anil;3;2;3;180;3800.0;900;784
Casa;Vila Isabel;3;0;0;100;3000.0;0;219
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2200.0;676;131
Apartamento;Lagoa;2;1;1;70;3300.0;735;212
Apartamento;Barra da Tijuca;3;1;2;97;2550.0;1306;256
Apartamento;Freguesia (Jacarepaguá);2;1;1;86;1600.0;790;0
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;200;4800.0;850;4500
Apartamento;Copacabana;4;2;1;298;7500.0;2618;305
Apartamento;Maracanã;2;0;0;60;1600.0;360;0
Casa;Campo Grande;2;0;0;65;1500.0;0;0
Apartamento;Barra da Tijuca;2;1;1;90;2800.0;890;245
Apartamento;Copacabana;4;1;1;154;4300.0;1400;0
Apartamento;Ipanema;3;1;1;112;10000.0;1303;220
Apartamento;Leme;2;0;1;70;6000.0;1200;230
Apartamento;Barra da Tijuca;2;1;2;90;2000.0;1490;0
Apartamento;Barra da Tijuca;4;2;2;145;6000.0;1800;6790
Apartamento;Cachambi;2;1;0;50;900.0;450;135
Apartamento;Freguesia (Jacarepaguá);1;1;0;50;1000.0;590;36
Apartamento;Recreio dos Bandeirantes;3;2;3;91;2500.0;650;100
Apartamento;Laranjeiras;3;1;1;110;7200.0;1350;0
Apartamento;Tijuca;2;0;2;68;1600.0;606;62
Apartamento;Copacabana;3;0;1;115;2900.0;950;102
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2000.0;690;185
Apartamento;Botafogo;3;0;0;157;2700.0;970;200
Apartamento;Camorim;2;1;1;50;1000.0;420;30
Apartamento;Camorim;2;1;1;69;1300.0;766;0
Casa;Humaitá;3;2;1;234;10000.0;0;305
Apartamento;Barra da Tijuca;2;1;1;130;3000.0;1410;234
Apartamento;Tijuca;2;1;0;86;1100.0;534;0
Apartamento;Laranjeiras;2;1;0;75;2200.0;895;107
Apartamento;Ipanema;3;1;0;140;3400.0;1222;0
Apartamento;Ipanema;4;3;1;232;8990.0;4500;1200
Apartamento;Leblon;1;0;1;57;3750.0;730;208
Apartamento;Recreio dos Bandeirantes;5;4;4;740;9000.0;3000;2500
Apartamento;Copacabana;1;0;0;39;1500.0;750;0
Apartamento;Leblon;3;1;0;150;6000.0;1500;413
Apartamento;Tijuca;2;1;0;67;1800.0;940;92
Apartamento;Barra da Tijuca;3;1;1;104;3000.0;1800;280
Apartamento;Botafogo;2;1;0;70;2800.0;750;12470
Apartamento;Flamengo;2;0;0;72;2250.0;671;132
Apartamento;Ipanema;4;2;1;140;7000.0;2500;0
Apartamento;Recreio dos Bandeirantes;3;2;1;108;2900.0;0;0
Apartamento;Leblon;3;1;1;150;7500.0;770;556
Apartamento;Ipanema;4;3;2;230;7500.0;3880;708
Apartamento;Grajaú;2;1;1;71;1700.0;863;0
Apartamento;Guadalupe;2;0;0;58;850.0;0;0
Apartamento;Barra da Tijuca;3;1;1;102;2500.0;1300;0
Apartamento;Botafogo;3;2;1;170;4600.0;1950;560
Apartamento;Copacabana;2;0;0;45;2500.0;0;0
Apartamento;Engenho Novo;2;1;0;84;700.0;700;37
Apartamento;Barra da Tijuca;1;1;0;84;4000.0;0;0
Apartamento;Lagoa;3;3;1;270;10000.0;4000;1000
Apartamento;Copacabana;3;1;0;140;3200.0;1000;225
Apartamento;Leblon;3;0;0;120;3600.0;907;207
Apartamento;Tijuca;2;0;0;84;1300.0;550;91
Apartamento;Lagoa;3;1;1;120;8000.0;1900;435
Apartamento;Tijuca;4;1;2;190;2000.0;1247;353
Apartamento;Botafogo;2;1;1;68;4000.0;870;200
Apartamento;Jacarepaguá;3;1;1;63;2000.0;650;58
Apartamento;Santa Teresa;2;1;0;69;2000.0;711;0
Apartamento;Pilares;2;0;0;60;900.0;25;0
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2100.0;500;0
Loft;Leblon;1;1;0;50;3900.0;2045;308
Apartamento;Leblon;3;1;0;190;7990.0;4000;700
Apartamento;Vila Isabel;3;1;0;80;1300.0;720;70
Apartamento;Ipanema;3;2;1;240;8900.0;1600;400
Apartamento;Ipanema;4;3;2;240;10500.0;3800;1043
Apartamento;Méier;2;1;0;61;1500.0;475;75
Apartamento;Recreio dos Bandeirantes;2;1;2;75;1700.0;1020;170
Apartamento;Taquara;2;1;1;55;1300.0;585;507
Apartamento;Encantado;2;1;0;55;1000.0;519;17
Apartamento;Recreio dos Bandeirantes;2;1;1;68;1500.0;700;0
Apartamento;Barra da Tijuca;2;1;0;58;1300.0;765;0
Apartamento;Copacabana;2;1;0;65;2300.0;677;0
Apartamento;Flamengo;1;0;0;39;1100.0;580;20
Apartamento;Centro;1;0;0;35;950.0;340;24
Apartamento;Copacabana;3;1;1;230;8500.0;3350;0
Apartamento;Barra da Tijuca;2;2;1;78;2490.0;1100;160
Apartamento;Taquara;2;1;0;50;1000.0;268;0
Apartamento;Flamengo;1;0;0;33;1300.0;336;0
Apartamento;Catete;2;0;0;71;2000.0;725;104
Apartamento;Glória;2;0;0;62;1300.0;495;0
Quitinete;Copacabana;1;0;0;38;1500.0;430;0
Apartamento;Andaraí;2;1;1;73;1750.0;715;102
Apartamento;Barra da Tijuca;4;2;2;165;5800.0;1960;8982
Apartamento;Leblon;2;0;1;60;3500.0;1240;154
Apartamento;Tijuca;3;0;0;75;1500.0;877;36
Apartamento;Tijuca;3;0;0;75;2200.0;750;68
Apartamento;Copacabana;1;0;0;35;4500.0;0;0
Casa;Campo Grande;2;0;0;70;1500.0;0;0
Apartamento;Méier;2;0;1;87;1300.0;95;16
Apartamento;Barra da Tijuca;2;0;0;100;3800.0;1430;152
Apartamento;Campo Grande;2;1;1;69;1195.0;450;20
Apartamento;Ipanema;3;2;1;100;5700.0;1324;365
Apartamento;Barra da Tijuca;2;1;1;80;1750.0;1200;87
Apartamento;Recreio dos Bandeirantes;3;2;2;160;3000.0;680;2474
Apartamento;Ipanema;1;0;0;45;2700.0;650;50
Apartamento;Botafogo;3;1;1;102;5600.0;1290;256
Apartamento;Vila Isabel;3;1;1;110;1800.0;835;99
Casa de Condomínio;Vargem Grande;2;2;1;90;1700.0;618;338
Apartamento;Ipanema;2;1;2;85;4500.0;1300;161
Apartamento;Ipanema;2;1;1;105;4000.0;1800;356
Apartamento;Flamengo;1;0;0;43;2000.0;440;70
Apartamento;Barra da Tijuca;2;1;1;69;2500.0;970;0
Apartamento;Ipanema;3;0;1;140;5079.0;1171;250
Casa;Engenho de Dentro;4;3;0;120;1500.0;0;0
Apartamento;Copacabana;1;1;1;42;1900.0;650;0
Apartamento;Ipanema;3;1;2;130;8500.0;2220;540
Apartamento;Recreio dos Bandeirantes;3;2;1;130;3500.0;950;283
Apartamento;Copacabana;2;0;0;82;1900.0;685;180
Apartamento;Copacabana;3;1;1;110;2600.0;1100;150
Apartamento;Recreio dos Bandeirantes;2;2;1;90;2000.0;595;170
Apartamento;Gávea;3;1;1;130;3295.0;1460;270
Apartamento;Recreio dos Bandeirantes;3;2;1;180;3500.0;785;0
Apartamento;Jardim Oceânico;3;3;1;337;5900.0;2166;1073
Apartamento;Laranjeiras;2;0;0;80;2500.0;360;85
Apartamento;Recreio dos Bandeirantes;3;2;1;110;1700.0;644;213
Apartamento;Barra da Tijuca;1;1;0;70;1500.0;1110;3050
Apartamento;Jardim Botânico;2;0;0;80;1900.0;800;138
Apartamento;Copacabana;2;0;0;80;2600.0;450;125
Apartamento;Recreio dos Bandeirantes;3;3;2;135;3500.0;1400;4810
Apartamento;Freguesia (Jacarepaguá);2;1;1;92;1400.0;870;850
Apartamento;Rio Comprido;3;1;1;144;2499.0;100;125
Apartamento;Curicica;1;1;0;36;1000.0;0;0
Apartamento;Engenho de Dentro;2;1;1;50;1100.0;516;0
Apartamento;Jardim Botânico;2;1;1;80;2900.0;1100;120
Apartamento;Recreio dos Bandeirantes;1;1;1;70;2500.0;1700;150
Apartamento;Tijuca;3;2;0;74;2500.0;785;93
Apartamento;Bonsucesso;3;0;0;110;1500.0;420;268
Apartamento;Tijuca;3;1;1;150;2500.0;1200;175
Apartamento;Botafogo;2;1;1;100;5550.0;1290;341
Apartamento;Lagoa;3;1;1;120;4000.0;750;400
Apartamento;Recreio dos Bandeirantes;2;2;1;80;2000.0;478;0
Apartamento;Botafogo;3;2;1;157;4500.0;1950;360
Apartamento;Copacabana;2;2;1;80;2100.0;1227;0
Apartamento;Vila Isabel;1;0;0;45;1200.0;424;24
Apartamento;Copacabana;2;0;0;58;1800.0;675;127
Apartamento;Leme;1;0;0;70;2500.0;526;0
Casa;Curicica;3;3;1;130;3800.0;0;0
Flat;Lagoa;1;1;0;57;4500.0;1885;250
Apartamento;Urca;3;1;1;100;4500.0;1100;260
Apartamento;Vista Alegre;2;1;0;65;1400.0;180;0
Apartamento;Gávea;2;1;1;68;2800.0;850;110
Apartamento;Vila da Penha;2;0;0;68;1300.0;200;0
Apartamento;Recreio dos Bandeirantes;3;2;1;170;2500.0;1017;280
Apartamento;Botafogo;1;0;0;42;1500.0;293;86
Apartamento;Tijuca;2;1;0;67;2000.0;760;0
Apartamento;Botafogo;2;1;2;60;2500.0;1100;160
Apartamento;Botafogo;3;1;0;110;5950.0;1446;289
Quitinete;Centro;1;0;0;33;800.0;570;0
Apartamento;Barra da Tijuca;2;1;2;93;3500.0;1350;0
Casa de Vila;Cachambi;2;0;0;59;1000.0;15;13
Apartamento;Botafogo;2;1;2;136;4800.0;1200;0
Apartamento;Copacabana;2;0;0;54;2200.0;602;70
Apartamento;Copacabana;4;1;1;300;4500.0;2200;0
Apartamento;Barra da Tijuca;5;2;2;540;10000.0;1800;1800
Apartamento;Camorim;2;1;0;55;800.0;370;16
Apartamento;Barra da Tijuca;5;3;3;450;8000.0;2600;1250
Apartamento;Glória;1;0;0;50;1300.0;640;57
Apartamento;Barra da Tijuca;2;1;0;90;3000.0;1590;255
Apartamento;Botafogo;2;1;2;85;4650.0;1309;202
Quitinete;Centro;1;0;0;35;700.0;312;28
Apartamento;Ipanema;1;0;0;65;4000.0;500;150
Apartamento;Higienópolis;2;0;1;48;1100.0;200;0
Apartamento;Jardim Botânico;3;1;1;130;5800.0;1730;250
Apartamento;Barra da Tijuca;2;1;1;98;2250.0;1490;235
Apartamento;Recreio dos Bandeirantes;3;3;2;130;3700.0;877;415
Apartamento;Barra da Tijuca;4;3;4;256;8500.0;2900;0
Apartamento;Tijuca;1;1;0;47;1100.0;600;0
Casa;Joá;3;0;3;350;6500.0;1900;10000
Apartamento;Leblon;2;1;1;92;4500.0;1200;307
Apartamento;Recreio dos Bandeirantes;2;1;1;66;1700.0;790;99
Apartamento;Tijuca;3;1;0;100;1700.0;840;110
Apartamento;Glória;1;0;0;60;1500.0;775;0
Apartamento;Gávea;2;1;0;75;3300.0;500;1114
Apartamento;Lagoa;1;1;0;50;2300.0;1440;451
Apartamento;Recreio dos Bandeirantes;3;3;2;180;2700.0;760;450
Apartamento;Humaitá;1;1;0;62;2200.0;795;130
Apartamento;Jabour;2;1;0;71;610.0;590;0
Apartamento;Tijuca;1;0;0;80;1900.0;550;51
Apartamento;Pechincha;2;1;1;65;1500.0;440;35
Apartamento;Santa Teresa;2;0;0;65;1500.0;0;106
Apartamento;Taquara;2;1;0;50;850.0;260;0
Apartamento;Tijuca;2;1;1;78;2400.0;900;132
Apartamento;Madureira;1;0;0;55;700.0;200;0
Apartamento;Copacabana;4;2;3;350;10000.0;1800;0
Apartamento;Ipanema;3;1;1;130;5300.0;1250;400
Quitinete;Catete;1;0;0;20;1190.0;450;22
Apartamento;Barra da Tijuca;2;1;1;69;2300.0;960;0
Apartamento;Anil;2;1;0;50;1300.0;540;125
Apartamento;Irajá;2;0;0;50;750.0;0;0
Apartamento;Tijuca;3;1;0;90;2350.0;747;0
Apartamento;Leblon;3;1;1;100;6400.0;2100;450
Apartamento;Barra da Tijuca;2;2;1;105;6000.0;2450;2700
Apartamento;São Conrado;2;2;2;80;2800.0;873;0
Apartamento;Recreio dos Bandeirantes;2;1;2;70;2600.0;1026;301
Casa;Bangu;2;1;0;80;1100.0;0;12
Apartamento;Recreio dos Bandeirantes;4;2;2;125;1700.0;0;90
Apartamento;Recreio dos Bandeirantes;2;2;1;118;1600.0;1005;254
Apartamento;Copacabana;1;0;0;35;1500.0;700;0
Apartamento;Copacabana;1;0;0;55;1100.0;560;57
Apartamento;Laranjeiras;1;0;0;27;1100.0;680;29
Apartamento;Andaraí;2;0;0;55;1300.0;0;17
Apartamento;Ipanema;3;2;1;150;7000.0;2200;387
Apartamento;Ipanema;3;2;1;160;6900.0;2511;0
Apartamento;Vila Isabel;2;1;0;62;1100.0;617;21
Quitinete;Copacabana;1;0;0;40;1500.0;454;74
Apartamento;Copacabana;2;0;2;88;3500.0;820;175
Apartamento;Maracanã;3;2;1;98;2100.0;910;180
Apartamento;Taquara;2;1;0;60;750.0;290;15
Apartamento;Botafogo;2;1;1;64;3350.0;920;150
Quitinete;Botafogo;1;0;0;20;980.0;500;29
Apartamento;Copacabana;3;1;1;182;8500.0;1296;340
Apartamento;Copacabana;2;0;0;63;2200.0;452;128
Casa de Condomínio;Vargem Pequena;3;2;3;175;2500.0;150;0
Apartamento;Jacarepaguá;2;1;1;80;1150.0;872;40
Apartamento;Barra da Tijuca;2;1;1;72;1600.0;780;14
Quitinete;Centro;1;0;0;36;900.0;325;0
Apartamento;Ipanema;3;1;0;90;3500.0;850;150
Apartamento;Ipanema;2;1;1;66;3900.0;764;84
Apartamento;Glória;1;0;0;50;950.0;570;67
Quitinete;Copacabana;1;0;1;32;2000.0;406;56
Apartamento;Barra da Tijuca;4;3;2;290;9000.0;3700;600
Apartamento;Ipanema;3;1;1;140;7200.0;2900;8632
Apartamento;Ipanema;3;1;0;100;3200.0;1350;235
Apartamento;Copacabana;2;1;0;70;3500.0;1800;170
Apartamento;Botafogo;1;0;0;56;1900.0;680;0
Loft;Lagoa;1;1;1;78;2500.0;1007;493
Apartamento;Centro;1;1;0;42;1500.0;490;22
Apartamento;São Francisco Xavier;2;1;0;48;950.0;491;36
Casa;Vargem Grande;4;2;2;270;4000.0;350;0
Apartamento;Lagoa;3;2;0;110;4000.0;1630;382
Apartamento;Maracanã;2;1;1;85;1900.0;930;107
Apartamento;Tijuca;3;1;1;90;2000.0;887;123
Apartamento;Praça Seca;1;1;0;45;650.0;370;140
Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1650.0;720;85
Apartamento;Camorim;3;1;1;70;1500.0;677;40
Apartamento;Irajá;3;1;0;60;1250.0;490;0
Apartamento;Cachambi;2;0;0;59;1100.0;650;50
Apartamento;Botafogo;3;1;3;108;6000.0;1670;290
Apartamento;Barra da Tijuca;3;2;1;109;3100.0;1904;205
Apartamento;São Cristóvão;2;0;0;70;1200.0;400;20
Apartamento;Barra da Tijuca;1;1;0;61;1500.0;909;0
Apartamento;Barra da Tijuca;2;1;0;52;1100.0;620;0
Apartamento;Higienópolis;1;0;1;37;900.0;308;0
Apartamento;Ramos;2;0;0;49;800.0;0;0
Apartamento;Tijuca;2;1;0;90;2000.0;700;75
Apartamento;Barra da Tijuca;2;1;1;100;2500.0;1498;339
Apartamento;Ramos;2;1;0;65;700.0;400;0
Apartamento;Humaitá;2;1;1;74;3000.0;1289;11
Apartamento;São Cristóvão;2;0;0;46;1100.0;395;15
Apartamento;Barra da Tijuca;2;1;1;73;2000.0;1033;100
Apartamento;Centro;1;0;0;34;1000.0;450;21
Apartamento;Recreio dos Bandeirantes;3;2;1;99;1900.0;1110;0
Apartamento;Campo Grande;2;0;0;60;450.0;170;0
Apartamento;Recreio dos Bandeirantes;3;1;1;83;2300.0;1200;195
Apartamento;Leblon;2;2;1;160;8000.0;2550;571
Apartamento;Tijuca;3;0;1;100;1800.0;850;130
Apartamento;Botafogo;2;1;1;104;5800.0;1350;267
Apartamento;Laranjeiras;3;2;1;120;3500.0;980;0
Apartamento;Tijuca;3;1;1;96;1950.0;500;93
Apartamento;Barra da Tijuca;2;1;1;70;1400.0;726;14
Apartamento;Curicica;3;1;0;60;1300.0;670;78
Apartamento;Pechincha;3;1;1;76;1450.0;652;742
Apartamento;Engenho de Dentro;2;1;1;80;1350.0;235;135
Apartamento;São Conrado;4;2;2;166;5800.0;1699;388
Apartamento;Tijuca;1;0;0;35;800.0;420;0
Apartamento;Barra da Tijuca;1;1;1;66;2500.0;1396;141
Apartamento;Copacabana;2;1;1;180;6800.0;1600;305
Casa;Freguesia (Jacarepaguá);4;3;3;190;2900.0;805;157
Flat;Copacabana;1;1;0;60;2000.0;1610;198
Apartamento;Tijuca;3;0;0;105;2200.0;512;128
Apartamento;Barra da Tijuca;3;1;2;250;6500.0;1295;0
Apartamento;Copacabana;3;1;0;131;5000.0;1886;777
Apartamento;Pechincha;2;1;0;71;1400.0;688;0
Apartamento;Recreio dos Bandeirantes;4;2;1;180;2700.0;900;0
Apartamento;Flamengo;4;1;2;202;5300.0;1746;383
Apartamento;Bonsucesso;3;0;0;66;1000.0;150;0
Apartamento;Barra da Tijuca;4;2;2;160;4000.0;1790;690
Apartamento;Laranjeiras;3;1;0;130;2650.0;1010;214
Apartamento;Engenho de Dentro;2;0;0;65;950.0;480;0
Apartamento;Leme;1;0;0;32;1600.0;560;100
Apartamento;Copacabana;3;1;1;100;9000.0;900;220
Apartamento;Recreio dos Bandeirantes;3;2;1;85;2200.0;708;1352
Quitinete;Flamengo;1;0;0;35;2300.0;380;0
Apartamento;Irajá;2;1;1;50;1000.0;442;0
Apartamento;Recreio dos Bandeirantes;3;2;3;300;3700.0;880;512
Apartamento;Gávea;3;1;1;85;3700.0;864;182
Flat;Ipanema;2;1;1;90;10000.0;4000;582
Apartamento;Jacarepaguá;2;1;1;75;1300.0;524;126
Apartamento;Freguesia (Jacarepaguá);1;1;0;50;1050.0;590;37
Apartamento;Vaz Lobo;2;1;0;50;750.0;460;0
Apartamento;Leblon;3;2;1;150;7000.0;1900;400
Apartamento;Centro;1;0;0;45;1100.0;400;0
Quitinete;Laranjeiras;1;0;0;24;1000.0;456;29
Apartamento;Cidade Nova;2;0;0;55;1200.0;400;13
Apartamento;Campo Grande;2;1;0;50;900.0;0;0
Quitinete;Centro;0;0;0;32;400.0;1000;146
